Id,Response Date,clean_paraphrases,emotion,is_frustrated
83084452,2021-10-15 05:53:08,there are a few tabs that work correctly.,neutral,no
83084452,2021-10-15 05:53:08,there are a few tabs that work correctly.,neutral,no
96446009,2022-05-26 04:11:41,"the application was good, and we got a lot of information about students.",admiration,no
96446009,2022-05-26 04:11:41,"the application was good, and we got a lot of information about students.",admiration,no
82870948,2021-10-12 04:27:48,technical glitch needs to be shorted on a daily basis so that user face a problem.,fear,yes
95033344,2022-04-30 03:24:18,application is full of problems.,approval,no
95033344,2022-04-30 03:24:18,application is full of problems.,approval,no
88643516,2022-01-12 04:03:12,there are many problems showing in leadsquared.,fear,yes
88643516,2022-01-12 04:03:12,there are many problems showing in leadsquared.,fear,yes
95033637,2022-04-30 03:35:03,excellent option business.,admiration,no
96504035,2022-05-27 04:10:16,i like that leadsquared dose have any issues like ameyo.,love,no
96504035,2022-05-27 04:10:16,i like that leadsquared dose have any issues like ameyo.,love,no
96504150,2022-05-27 04:15:36,things should be improved.,optimism,no
96504169,2022-05-27 04:16:17,"this is a very static website, application needs to be more attractive and dynamic.",desire,no
96504169,2022-05-27 04:16:17,"this is a very static website, application needs to be more attractive and dynamic.",desire,no
96504383,2022-05-27 04:26:01,the daily report of calling is not being generated.,neutral,no
96504383,2022-05-27 04:26:01,the daily report of calling is not being generated.,neutral,no
96504383,2022-05-27 04:26:01,the lead status change leads are recorded today.,neutral,no
96504383,2022-05-27 04:26:01,the lead status change leads are recorded today.,neutral,no
96504383,2022-05-27 04:26:01,all the phone counseling is qualified.,approval,no
96504383,2022-05-27 04:26:01,"the details which we are adding while stage changing are not saved in the notes section, and application is difficult to get the actual info after a duration.",neutral,no
96504383,2022-05-27 04:26:01,"the details which we are adding while stage changing are not saved in the notes section, and application is difficult to get the actual info after a duration.",neutral,no
96504383,2022-05-27 04:26:01,"the details which we are adding while stage changing are not saved in the notes section, and application is difficult to get the actual info after a duration.",neutral,no
88999685,2022-01-18 03:39:44,"sometimes application gets stuck, and we wave fine.",neutral,no
86400699,2021-12-05 04:24:26,bugs are always present.,neutral,no
88930976,2022-01-17 04:27:04,we search for calls easily because the application always has issues and does not load calls.,neutral,no
88930976,2022-01-17 04:27:04,we search for calls easily because the application always has issues and does not load calls.,neutral,no
88930976,2022-01-17 04:27:04,we search for calls easily because the application always has issues and does not load calls.,neutral,no
88930976,2022-01-17 04:27:04,we search for calls easily because the application always has issues and does not load calls.,neutral,no
88930976,2022-01-17 04:27:04,we search for calls easily because the application always has issues and does not load calls.,neutral,no
96553185,2022-05-28 01:11:56,application is a good place to manage your lead.,admiration,no
96553185,2022-05-28 01:11:56,application is a good place to manage your lead.,admiration,no
89075481,2022-01-19 04:29:45,add on one tab.,neutral,no
96554426,2022-05-28 01:56:41,this application is useful to us.,neutral,no
87112971,2021-12-16 04:26:14,poor interface.,neutral,no
87113211,2021-12-16 04:33:44,"everything is good, just need to speed it up.",approval,no
96556668,2022-05-28 03:33:54,the details about our leads are on our fingers.,neutral,no
95034315,2022-04-30 04:00:35,application is very slow and complicated.,neutral,no
95034315,2022-04-30 04:00:35,application is very slow and complicated.,neutral,no
96556850,2022-05-28 03:42:50,good application management.,admiration,no
95034333,2022-04-30 04:01:36,everything should be organized according to the business model.,approval,no
95034514,2022-04-30 04:09:14,the meet option is limited.,neutral,no
96557114,2022-05-28 03:56:59,"application is a challenge in proper and timely data distribution, and we call our customer real-time.",neutral,no
96557114,2022-05-28 03:56:59,"application is a challenge in proper and timely data distribution, and we call our customer real-time.",neutral,no
96557114,2022-05-28 03:56:59,"application is a challenge in proper and timely data distribution, and we call our customer real-time.",neutral,no
89515082,2022-01-26 06:31:07,good needs to be explored further.,admiration,no
96558163,2022-05-28 04:58:36,its working very slowly.,neutral,no
96586821,2022-05-29 02:21:05,you can quickly access reports.,neutral,no
96586821,2022-05-29 02:21:05,you can quickly access reports.,neutral,no
96587328,2022-05-29 02:51:15,i enjoy sales process forms and filters.,joy,no
96587328,2022-05-29 02:51:15,i enjoy sales process forms and filters.,joy,no
96587430,2022-05-29 02:58:02,we are unable to download our audio because of bugs.,disapproval,yes
96587430,2022-05-29 02:58:02,we are unable to download our audio because of bugs.,disapproval,yes
96587430,2022-05-29 02:58:02,we are unable to download our audio because of bugs.,disapproval,yes
87872094,2021-12-30 04:32:24,price checking for courses is done in seconds.,neutral,no
95065422,2022-05-01 00:03:15,he comes back after any call during leadsquared.,neutral,no
95065422,2022-05-01 00:03:15,he comes back after any call during leadsquared.,neutral,no
87999726,2022-01-02 05:01:29,we see our talk time on a real basis.,neutral,no
96588275,2022-05-29 03:50:56,application is showing a lot of problems and the lead is bouncing back.,neutral,no
96588275,2022-05-29 03:50:56,application is showing a lot of problems and the lead is bouncing back.,neutral,no
96588275,2022-05-29 03:50:56,application is showing a lot of problems and the lead is bouncing back.,neutral,no
96588392,2022-05-29 03:59:29,there needs to be an update option for entries.,approval,no
96588392,2022-05-29 03:59:29,there is a separate option for the first mentor activity.,neutral,no
89716280,2022-01-29 04:59:11,i need to do more.,caring,no
89792904,2022-01-31 01:27:20,application was difficult to complete my work.,confusion,yes
89792904,2022-01-31 01:27:20,application was difficult to complete my work.,confusion,yes
89792904,2022-01-31 01:27:20,i will stop using your service when i suggest you to management.,approval,no
89792904,2022-01-31 01:27:20,i will stop using your service when i suggest you to management.,approval,no
89792904,2022-01-31 01:27:20,i am more comfortable with excel.,approval,no
95071548,2022-05-01 03:26:26,the experience from leadsquared was good.,joy,no
95071548,2022-05-01 03:26:26,the experience from leadsquared was good.,joy,no
89877502,2022-02-01 03:33:38,"the calls are always slow, and the issues are always there.",neutral,no
96616538,2022-05-30 00:56:47,there is a notification that is not ringing.,neutral,no
96617271,2022-05-30 01:20:05,time gets technical issues.,neutral,no
90097785,2022-02-04 04:16:43,there is a lagging issue.,neutral,no
90098572,2022-02-04 04:44:05,there needs to be improvement on leads automation based on active leads.,desire,no
90098572,2022-02-04 04:44:05,there needs to be improvement on leads automation based on active leads.,desire,no
90098572,2022-02-04 04:44:05,there needs to be improvement on leads automation based on active leads.,desire,no
96618329,2022-05-30 01:54:03,application is good for everyone.,approval,no
96621125,2022-05-30 03:36:18,i know if that much.,neutral,no
96621125,2022-05-30 03:36:18,judges in utah.,neutral,no
89954301,2022-02-02 04:18:29,"when application comes to activities that have been uploaded or stages that have been changed by activity, most of the time, they are not saved.",neutral,no
89954301,2022-02-02 04:18:29,"when application comes to activities that have been uploaded or stages that have been changed by activity, most of the time, they are not saved.",neutral,no
89954301,2022-02-02 04:18:29,"when application comes to activities that have been uploaded or stages that have been changed by activity, most of the time, they are not saved.",neutral,no
90028171,2022-02-03 04:17:55,application is very slow and uses a lot of battery.,disapproval,yes
90028171,2022-02-03 04:17:55,application is very slow and uses a lot of battery.,disapproval,yes
96621535,2022-05-30 03:53:02,application is good to use for easy work.,approval,no
96621535,2022-05-30 03:53:02,application is good to use for easy work.,approval,no
96621535,2022-05-30 03:53:02,application is good to use for easy work.,approval,no
90463748,2022-02-10 03:25:25,the loading speed can be improved.,approval,no
96622159,2022-05-30 04:18:18,application is easy to follow-up the client.,neutral,no
96622159,2022-05-30 04:18:18,application is easy to follow-up the client.,neutral,no
90465409,2022-02-10 04:17:22,all sucks because of the authentication method.,annoyance,yes
90465851,2022-02-10 04:32:24,i want more power over filters.,desire,no
90465851,2022-02-10 04:32:24,to be able to add multiple parameters instead of applying.,neutral,no
90530649,2022-02-11 02:00:20,i feel like i am hanging on.,neutral,no
96622695,2022-05-30 04:43:18,there was an error while you were processing your request.,neutral,no
96622695,2022-05-30 04:43:18,the error could not connect to any of the specified hosts.,disapproval,yes
96622695,2022-05-30 04:43:18,click here for more information.,neutral,no
96676766,2022-05-31 03:18:13,over all good.,caring,no
96676766,2022-05-31 03:18:13,application needs to be more comprehensive.,desire,no
95073232,2022-05-01 04:49:33,application is easy to manage leads.,neutral,no
95073232,2022-05-01 04:49:33,application is easy to manage leads.,neutral,no
96676995,2022-05-31 03:26:20,"leadsquared has a good feature, only recommendation is to add a notification feature, so we can check the leads.",admiration,no
96676995,2022-05-31 03:26:20,"leadsquared has a good feature, only recommendation is to add a notification feature, so we can check the leads.",admiration,no
96676995,2022-05-31 03:26:20,"leadsquared has a good feature, only recommendation is to add a notification feature, so we can check the leads.",admiration,no
96676995,2022-05-31 03:26:20,"leadsquared has a good feature, only recommendation is to add a notification feature, so we can check the leads.",admiration,no
90748819,2022-02-15 03:36:47,application is friendly to mobile users.,approval,no
90748819,2022-02-15 03:36:47,application is friendly to mobile users.,approval,no
95073421,2022-05-01 05:00:21,the phone application is a bit slower.,neutral,no
95073483,2022-05-01 05:03:52,application should be more personalized to give voice assistance.,desire,no
95073483,2022-05-01 05:03:52,application should be more personalized to give voice assistance.,desire,no
90750120,2022-02-15 04:18:07,application is poor.,disapproval,yes
95075234,2022-05-01 06:52:12,application will be difficult to navigate the technical complexity.,disapproval,yes
95075234,2022-05-01 06:52:12,application will be difficult to navigate the technical complexity.,disapproval,yes
95105790,2022-05-02 01:24:57,texting leads could be easier.,neutral,no
96678644,2022-05-31 04:27:18,application is very easy to use.,approval,no
96678644,2022-05-31 04:27:18,application is very easy to use.,approval,no
95107911,2022-05-02 02:32:19,application was a very good application.,admiration,no
95107911,2022-05-02 02:32:19,application was a very good application.,admiration,no
96679131,2022-05-31 04:47:12,application is easy to use and fast.,approval,no
96679131,2022-05-31 04:47:12,application is easy to use and fast.,approval,no
96679131,2022-05-31 04:47:12,application is easy to use and fast.,approval,no
79829374,2021-08-26 04:10:56,the zoom schedule reflecting in the leadsquared.,neutral,no
79829374,2021-08-26 04:10:56,the zoom schedule reflecting in the leadsquared.,neutral,no
79829374,2021-08-26 04:10:56,please fix this.,annoyance,yes
91251218,2022-02-23 04:27:34,application is very slow and lacks improvement.,disappointment,yes
96745337,2022-06-01 03:49:05,"slow working, sometimes lagging.",neutral,no
96745575,2022-06-01 03:58:10,i mean making application so easy to use.,neutral,no
96745575,2022-06-01 03:58:10,i mean making application so easy to use.,neutral,no
96745643,2022-06-01 04:00:57,how do we assign leads to another person when there are no updates on leads past messages?,confusion,yes
96745643,2022-06-01 04:00:57,how do we assign leads to another person when there are no updates on leads past messages?,confusion,yes
96745643,2022-06-01 04:00:57,how do we assign leads to another person when there are no updates on leads past messages?,confusion,yes
91387035,2022-02-25 05:18:18,"good, but need to change something.",approval,no
91446801,2022-02-26 03:20:21,it may be counted from earlier in the week.,neutral,no
91383707,2022-02-25 03:10:12,facing tech issues all the time.,neutral,no
91385211,2022-02-25 04:02:31,nearby leads are not showing.,neutral,no
91484233,2022-02-27 03:55:21,the filters need to be simpler.,neutral,no
96745747,2022-06-01 04:05:11,i am annoyed by otp.,annoyance,yes
96745751,2022-06-01 04:05:24,i would be happy to work with you.,joy,no
96745990,2022-06-01 04:14:50,sometimes k for open.,neutral,no
85151881,2021-11-16 04:14:46,there are few unwanted selections required.,neutral,no
96746064,2022-06-01 04:18:03,to work with.,neutral,no
96746064,2022-06-01 04:18:03,not my first choice.,disapproval,yes
96746253,2022-06-01 04:25:31,there is always a problem in creating lead.,neutral,no
96746312,2022-06-01 04:27:34,improve your views and settings.,neutral,no
91740683,2022-03-03 03:56:16,the otp process should be removed.,neutral,no
96746401,2022-06-01 04:30:08,"on time, assign leads location oriented.",neutral,no
96746401,2022-06-01 04:30:08,"on time, assign leads location oriented.",neutral,no
95110343,2022-05-02 04:11:38,application is too slow and there are many things to be added.,realization,no
95110418,2022-05-02 04:14:30,"application is good, but needs some changes.",admiration,no
96806918,2022-06-02 01:52:55,the modification is very slow.,neutral,no
96806918,2022-06-02 01:52:55,there is no real-time sync between the mobile and desktop versions.,disapproval,yes
96806918,2022-06-02 01:52:55,there is no real-time sync between the mobile and desktop versions.,disapproval,yes
96806918,2022-06-02 01:52:55,application takes a few minutes.,neutral,no
96806918,2022-06-02 01:52:55,"we were using earlier lead management software, but application was slow.",disappointment,yes
96806918,2022-06-02 01:52:55,"we were using earlier lead management software, but application was slow.",disappointment,yes
96806918,2022-06-02 01:52:55,"we were using earlier lead management software, but application was slow.",disappointment,yes
96806918,2022-06-02 01:52:55,the mobile application is not easy to use.,disapproval,yes
96806918,2022-06-02 01:52:55,the mobile application is not easy to use.,disapproval,yes
91907921,2022-03-06 01:55:10,"not recommended, get more extensions for mass email.",disapproval,yes
95110852,2022-05-02 04:31:56,there are problems that need to be fixed.,neutral,no
92160956,2022-03-10 05:19:55,slow and complicated.,neutral,no
96810988,2022-06-02 04:09:46,the customer is easy to task.,neutral,no
95110870,2022-05-02 04:32:24,application is very slow to work.,neutral,no
95110870,2022-05-02 04:32:24,application is very slow to work.,neutral,no
95110871,2022-05-02 04:32:26,slow process and not up to mark compared to other crm.,neutral,no
95110871,2022-05-02 04:32:26,mentioning the reason while selecting the value and again on the task notes is an example.,neutral,no
95110871,2022-05-02 04:32:26,application is time-consuming and cloud calling as well.,neutral,no
95110871,2022-05-02 04:32:26,application is time-consuming and cloud calling as well.,neutral,no
95110871,2022-05-02 04:32:26,application is time-consuming and cloud calling as well.,neutral,no
95110871,2022-05-02 04:32:26,application is time-consuming and cloud calling as well.,neutral,no
92505170,2022-03-16 05:03:19,"i like the otp system, and making our work worse.",love,no
92505170,2022-03-16 05:03:19,"i like the otp system, and making our work worse.",love,no
96811183,2022-06-02 04:16:58,"as i was fresh, i was aware of this.",realization,no
96811199,2022-06-02 04:17:23,there are a lot of lacking issues.,neutral,no
94046906,2022-04-12 04:19:12,quality is poor.,disapproval,yes
92633609,2022-03-18 04:27:31,the user interface is good.,admiration,no
96811354,2022-06-02 04:23:03,application was good.,admiration,no
96811354,2022-06-02 04:23:03,this is not working well.,disapproval,yes
95110919,2022-05-02 04:33:54,the rms distance report has a filter option.,neutral,no
95110919,2022-05-02 04:33:54,the rms distance report has a filter option.,neutral,no
76869426,2021-07-08 03:50:18,try to give the current lead first.,approval,no
95173473,2022-05-03 01:39:34,take a look at the competitor.,neutral,no
83184018,2021-10-17 01:45:48,"when i travel a whole day, the total km not show in travel summery is one improvement i need to make.",approval,no
95176745,2022-05-03 03:26:04,application is very easy to use.,approval,no
95176745,2022-05-03 03:26:04,application is very easy to use.,approval,no
96830167,2022-06-02 13:57:37,there are a lot of network errors.,neutral,no
93030976,2022-03-25 04:02:00,there is an application to view lead history.,neutral,no
93030976,2022-03-25 04:02:00,there is an application to view lead history.,neutral,no
96836367,2022-06-02 18:12:18,application follow the lead follow-up protocol needed and asks for leads that interested in an interview.,neutral,no
96836367,2022-06-02 18:12:18,application follow the lead follow-up protocol needed and asks for leads that interested in an interview.,neutral,no
96836367,2022-06-02 18:12:18,application follow the lead follow-up protocol needed and asks for leads that interested in an interview.,neutral,no
93030704,2022-03-25 03:50:55,not working correctly.,disappointment,yes
96857792,2022-06-03 02:46:54,application is easy to track leads and activities.,neutral,no
96857792,2022-06-03 02:46:54,application is easy to track leads and activities.,neutral,no
96857792,2022-06-03 02:46:54,application is easy to track leads and activities.,neutral,no
96857792,2022-06-03 02:46:54,application is easy to track leads and activities.,neutral,no
